2025-08-28 14:08:54 | INFO     | app.logger:setup_logger:83 | {} | Logger configurado para financas_backend
2025-08-28 15:48:46 | SUCCESS  | app.routes.transacoes_routes:criar_transacao:125 | {'http_method': 'POST', 'endpoint': '/transacoes', 'transaction_id': '68b0a48e9a0aa7102eb2adc9'} | Transação criada com sucesso
2025-08-28 15:48:53 | INFO     | app.routes.transacoes_routes:criar_transacao:80 | {'http_method': 'POST', 'endpoint': '/transacoes', 'data': {'tipo': <TipoTransacao.ENTRADA: 'entrada'>, 'valor': 9200.0, 'descricao': 'Faturamento mensal serviço de transporte interno', 'categoria': 'Transporte', 'subcategoria': 'Combustível', 'forma_pagamento': <TipoPagamento.DEBITO: 'debito'>, 'e_parcelado': False, 'parcelas': None, 'total_parcelas': None, 'natureza_transacao': <NaturezaTransacao.PJ: 'pj'>, 'data_transacao': datetime.datetime(2025, 9, 5, 0, 0)}} | Recebendo dados de nova transação
2025-08-28 15:48:53 | DEBUG    | app.routes.transacoes_routes:criar_transacao:111 | {'http_method': 'POST', 'endpoint': '/transacoes', 'acknowledged': True, 'inserted_id': '68b0a4959a0aa7102eb2adca'} | Resultado insert_one
2025-08-28 15:48:53 | SUCCESS  | app.routes.transacoes_routes:criar_transacao:125 | {'http_method': 'POST', 'endpoint': '/transacoes', 'transaction_id': '68b0a4959a0aa7102eb2adca'} | Transação criada com sucesso
2025-08-28 15:48:59 | INFO     | app.routes.transacoes_routes:criar_transacao:80 | {'http_method': 'POST', 'endpoint': '/transacoes', 'data': {'tipo': <TipoTransacao.ENTRADA: 'entrada'>, 'valor': 450.75, 'descricao': 'Venda de marmitas saudáveis', 'categoria': 'Alimentação', 'subcategoria': 'Lanches e Delivery', 'forma_pagamento': <TipoPagamento.CREDITO: 'credito'>, 'e_parcelado': False, 'parcelas': None, 'total_parcelas': None, 'natureza_transacao': <NaturezaTransacao.PF: 'pf'>, 'data_transacao': datetime.datetime(2025, 8, 22, 0, 0)}} | Recebendo dados de nova transação
2025-08-28 15:48:59 | DEBUG    | app.routes.transacoes_routes:criar_transacao:111 | {'http_method': 'POST', 'endpoint': '/transacoes', 'acknowledged': True, 'inserted_id': '68b0a49b9a0aa7102eb2adcb'} | Resultado insert_one
2025-08-28 15:48:59 | SUCCESS  | app.routes.transacoes_routes:criar_transacao:125 | {'http_method': 'POST', 'endpoint': '/transacoes', 'transaction_id': '68b0a49b9a0aa7102eb2adcb'} | Transação criada com sucesso
2025-08-28 15:49:06 | INFO     | app.routes.transacoes_routes:criar_transacao:80 | {'http_method': 'POST', 'endpoint': '/transacoes', 'data': {'tipo': <TipoTransacao.ENTRADA: 'entrada'>, 'valor': 3500.0, 'descricao': 'Reembolso de despesas de viagem corporativa', 'categoria': 'Alimentação', 'subcategoria': 'Restaurantes', 'forma_pagamento': <TipoPagamento.PIX: 'pix'>, 'e_parcelado': False, 'parcelas': None, 'total_parcelas': None, 'natureza_transacao': <NaturezaTransacao.PJ: 'pj'>, 'data_transacao': datetime.datetime(2025, 9, 10, 0, 0)}} | Recebendo dados de nova transação
2025-08-28 15:49:06 | DEBUG    | app.routes.transacoes_routes:criar_transacao:111 | {'http_method': 'POST', 'endpoint': '/transacoes', 'acknowledged': True, 'inserted_id': '68b0a4a29a0aa7102eb2adcc'} | Resultado insert_one
2025-08-28 15:49:06 | SUCCESS  | app.routes.transacoes_routes:criar_transacao:125 | {'http_method': 'POST', 'endpoint': '/transacoes', 'transaction_id': '68b0a4a29a0aa7102eb2adcc'} | Transação criada com sucesso
2025-08-28 15:49:12 | INFO     | app.routes.transacoes_routes:criar_transacao:80 | {'http_method': 'POST', 'endpoint': '/transacoes', 'data': {'tipo': <TipoTransacao.ENTRADA: 'entrada'>, 'valor': 300.0, 'descricao': 'Venda de artesanato em feira', 'categoria': 'Vendas', 'subcategoria': 'Feira', 'forma_pagamento': <TipoPagamento.DEBITO: 'debito'>, 'e_parcelado': True, 'parcelas': 2, 'total_parcelas': 2, 'natureza_transacao': <NaturezaTransacao.PF: 'pf'>, 'data_transacao': datetime.datetime(2025, 8, 30, 0, 0)}} | Recebendo dados de nova transação
2025-08-28 15:49:12 | INFO     | app.routes.transacoes_routes:criar_transacao:86 | {'http_method': 'POST', 'endpoint': '/transacoes', 'categoria': 'Vendas'} | Categoria não encontrada, criando
2025-08-28 15:49:12 | DEBUG    | app.routes.transacoes_routes:criar_transacao:111 | {'http_method': 'POST', 'endpoint': '/transacoes', 'acknowledged': True, 'inserted_id': '68b0a4a89a0aa7102eb2adce'} | Resultado insert_one
2025-08-28 15:49:12 | SUCCESS  | app.routes.transacoes_routes:criar_transacao:125 | {'http_method': 'POST', 'endpoint': '/transacoes', 'transaction_id': '68b0a4a89a0aa7102eb2adce'} | Transação criada com sucesso
2025-08-28 15:49:28 | INFO     | app.routes.transacoes_routes:criar_transacao:80 | {'http_method': 'POST', 'endpoint': '/transacoes', 'data': {'tipo': <TipoTransacao.ENTRADA: 'entrada'>, 'valor': 15000.0, 'descricao': 'Pagamento antecipado projeto Delta', 'categoria': 'Projetos', 'subcategoria': 'Desenvolvimento', 'forma_pagamento': <TipoPagamento.PIX: 'pix'>, 'e_parcelado': False, 'parcelas': None, 'total_parcelas': None, 'natureza_transacao': <NaturezaTransacao.PJ: 'pj'>, 'data_transacao': datetime.datetime(2025, 9, 25, 0, 0)}} | Recebendo dados de nova transação
2025-08-28 15:49:28 | INFO     | app.routes.transacoes_routes:criar_transacao:86 | {'http_method': 'POST', 'endpoint': '/transacoes', 'categoria': 'Projetos'} | Categoria não encontrada, criando
2025-08-28 15:49:28 | DEBUG    | app.routes.transacoes_routes:criar_transacao:111 | {'http_method': 'POST', 'endpoint': '/transacoes', 'acknowledged': True, 'inserted_id': '68b0a4b89a0aa7102eb2add0'} | Resultado insert_one
2025-08-28 15:49:28 | SUCCESS  | app.routes.transacoes_routes:criar_transacao:125 | {'http_method': 'POST', 'endpoint': '/transacoes', 'transaction_id': '68b0a4b89a0aa7102eb2add0'} | Transação criada com sucesso
2025-08-28 15:49:37 | INFO     | app.routes.transacoes_routes:criar_transacao:80 | {'http_method': 'POST', 'endpoint': '/transacoes', 'data': {'tipo': <TipoTransacao.ENTRADA: 'entrada'>, 'valor': 670.75, 'descricao': 'Recebimento de venda online', 'categoria': 'Vendas', 'subcategoria': 'E-commerce', 'forma_pagamento': <TipoPagamento.CREDITO: 'credito'>, 'e_parcelado': False, 'parcelas': None, 'total_parcelas': None, 'natureza_transacao': <NaturezaTransacao.PF: 'pf'>, 'data_transacao': datetime.datetime(2025, 9, 12, 0, 0)}} | Recebendo dados de nova transação
2025-08-28 15:49:37 | INFO     | app.routes.transacoes_routes:criar_transacao:95 | {'http_method': 'POST', 'endpoint': '/transacoes', 'categoria': 'Vendas', 'subcategoria': 'E-commerce'} | Subcategoria não encontrada, adicionando
2025-08-28 15:49:37 | DEBUG    | app.routes.transacoes_routes:criar_transacao:111 | {'http_method': 'POST', 'endpoint': '/transacoes', 'acknowledged': True, 'inserted_id': '68b0a4c19a0aa7102eb2add1'} | Resultado insert_one
2025-08-28 15:49:37 | SUCCESS  | app.routes.transacoes_routes:criar_transacao:125 | {'http_method': 'POST', 'endpoint': '/transacoes', 'transaction_id': '68b0a4c19a0aa7102eb2add1'} | Transação criada com sucesso
2025-08-28 15:49:42 | INFO     | app.routes.transacoes_routes:criar_transacao:80 | {'http_method': 'POST', 'endpoint': '/transacoes', 'data': {'tipo': <TipoTransacao.ENTRADA: 'entrada'>, 'valor': 8000.0, 'descricao': 'Retainer mensal cliente Beta', 'categoria': 'Serviços', 'subcategoria': 'Suporte', 'forma_pagamento': <TipoPagamento.DEBITO: 'debito'>, 'e_parcelado': False, 'parcelas': None, 'total_parcelas': None, 'natureza_transacao': <NaturezaTransacao.PJ: 'pj'>, 'data_transacao': datetime.datetime(2025, 9, 5, 0, 0)}} | Recebendo dados de nova transação
2025-08-28 15:49:42 | INFO     | app.routes.transacoes_routes:criar_transacao:86 | {'http_method': 'POST', 'endpoint': '/transacoes', 'categoria': 'Serviços'} | Categoria não encontrada, criando
2025-08-28 15:49:42 | DEBUG    | app.routes.transacoes_routes:criar_transacao:111 | {'http_method': 'POST', 'endpoint': '/transacoes', 'acknowledged': True, 'inserted_id': '68b0a4c69a0aa7102eb2add3'} | Resultado insert_one
2025-08-28 15:49:42 | SUCCESS  | app.routes.transacoes_routes:criar_transacao:125 | {'http_method': 'POST', 'endpoint': '/transacoes', 'transaction_id': '68b0a4c69a0aa7102eb2add3'} | Transação criada com sucesso
2025-08-28 15:49:48 | INFO     | app.routes.transacoes_routes:criar_transacao:80 | {'http_method': 'POST', 'endpoint': '/transacoes', 'data': {'tipo': <TipoTransacao.ENTRADA: 'entrada'>, 'valor': 2500.5, 'descricao': 'Venda de produto artesanal', 'categoria': 'Vendas', 'subcategoria': 'Artesanato', 'forma_pagamento': <TipoPagamento.PIX: 'pix'>, 'e_parcelado': False, 'parcelas': None, 'total_parcelas': None, 'natureza_transacao': <NaturezaTransacao.PF: 'pf'>, 'data_transacao': datetime.datetime(2025, 8, 20, 0, 0)}} | Recebendo dados de nova transação
2025-08-28 15:49:48 | INFO     | app.routes.transacoes_routes:criar_transacao:95 | {'http_method': 'POST', 'endpoint': '/transacoes', 'categoria': 'Vendas', 'subcategoria': 'Artesanato'} | Subcategoria não encontrada, adicionando
2025-08-28 15:49:48 | DEBUG    | app.routes.transacoes_routes:criar_transacao:111 | {'http_method': 'POST', 'endpoint': '/transacoes', 'acknowledged': True, 'inserted_id': '68b0a4cc9a0aa7102eb2add4'} | Resultado insert_one
2025-08-28 15:49:48 | SUCCESS  | app.routes.transacoes_routes:criar_transacao:125 | {'http_method': 'POST', 'endpoint': '/transacoes', 'transaction_id': '68b0a4cc9a0aa7102eb2add4'} | Transação criada com sucesso
2025-08-28 15:49:54 | INFO     | app.routes.transacoes_routes:criar_transacao:80 | {'http_method': 'POST', 'endpoint': '/transacoes', 'data': {'tipo': <TipoTransacao.ENTRADA: 'entrada'>, 'valor': 12000.0, 'descricao': 'Faturamento projeto Alpha', 'categoria': 'Serviços', 'subcategoria': 'Consultoria', 'forma_pagamento': <TipoPagamento.CREDITO: 'credito'>, 'e_parcelado': True, 'parcelas': 3, 'total_parcelas': 3, 'natureza_transacao': <NaturezaTransacao.PJ: 'pj'>, 'data_transacao': datetime.datetime(2025, 8, 15, 0, 0)}} | Recebendo dados de nova transação
2025-08-28 15:49:54 | INFO     | app.routes.transacoes_routes:criar_transacao:95 | {'http_method': 'POST', 'endpoint': '/transacoes', 'categoria': 'Serviços', 'subcategoria': 'Consultoria'} | Subcategoria não encontrada, adicionando
2025-08-28 15:49:54 | DEBUG    | app.routes.transacoes_routes:criar_transacao:111 | {'http_method': 'POST', 'endpoint': '/transacoes', 'acknowledged': True, 'inserted_id': '68b0a4d29a0aa7102eb2add5'} | Resultado insert_one
2025-08-28 15:49:54 | SUCCESS  | app.routes.transacoes_routes:criar_transacao:125 | {'http_method': 'POST', 'endpoint': '/transacoes', 'transaction_id': '68b0a4d29a0aa7102eb2add5'} | Transação criada com sucesso
2025-08-28 15:50:02 | INFO     | app.routes.transacoes_routes:listar_transacoes:46 | {'http_method': 'GET', 'endpoint': '/transacoes'} | Listando todas as transações
2025-08-28 15:50:02 | SUCCESS  | app.routes.transacoes_routes:listar_transacoes:54 | {'http_method': 'GET', 'endpoint': '/transacoes', 'count': 12} | Total de transações retornadas
2025-08-28 15:50:17 | INFO     | app.routes.categorias_routes:listar_categorias:33 | {'http_method': 'GET', 'endpoint': '/categorias'} | Listando todas as categorias
2025-08-28 15:51:47 | INFO     | app.main:lifespan:26 | {'event': 'shutdown'} | Encerrando a aplicação
2025-08-28 15:51:47 | INFO     | app.database:close_mongo_connection:39 | {} | Conexão com MongoDB fechada
2025-08-28 15:51:47 | INFO     | app.main:lifespan:28 | {'event': 'shutdown'} | Aplicação encerrada
2025-08-28 15:51:47 | INFO     | app.logger:setup_logger:83 | {} | Logger configurado para financas_backend
2025-08-28 15:51:47 | INFO     | app.main:lifespan:17 | {'event': 'startup'} | Iniciando aplicação FastAPI
2025-08-28 15:51:47 | INFO     | app.database:connect_to_mongo:18 | {'operation': 'connect', 'collection': None, 'database': 'finances-db'} | Iniciando conexão com mongoDB
2025-08-28 15:51:47 | DEBUG    | app.database:connect_to_mongo:19 | {'operation': 'connect', 'collection': None, 'database': 'finances-db'} | Database: finances-db
2025-08-28 15:51:47 | DEBUG    | app.database:connect_to_mongo:20 | {'operation': 'connect', 'collection': None, 'database': 'finances-db'} | URL: mongodb://admin:password@localhost:27017/finances-db?authSource=admin&replicaSet=rs0
2025-08-28 15:51:47 | INFO     | app.database:connect_to_mongo:28 | {'operation': 'connect', 'collection': None, 'database': 'finances-db'} | Conectado ao MongoDB com sucesso
2025-08-28 15:51:47 | SUCCESS  | app.main:lifespan:20 | {'event': 'startup'} | Aplicação iniciada com sucesso
2025-08-28 15:51:54 | INFO     | app.routes.categorias_routes:listar_categorias:33 | {'http_method': 'GET', 'endpoint': '/categorias'} | Listando todas as categorias
2025-08-28 15:53:03 | INFO     | app.main:lifespan:26 | {'event': 'shutdown'} | Encerrando a aplicação
2025-08-28 15:53:03 | INFO     | app.database:close_mongo_connection:39 | {} | Conexão com MongoDB fechada
2025-08-28 15:53:03 | INFO     | app.main:lifespan:28 | {'event': 'shutdown'} | Aplicação encerrada
2025-08-28 15:53:04 | INFO     | app.logger:setup_logger:83 | {} | Logger configurado para financas_backend
2025-08-28 15:53:04 | INFO     | app.main:lifespan:17 | {'event': 'startup'} | Iniciando aplicação FastAPI
2025-08-28 15:53:04 | INFO     | app.database:connect_to_mongo:18 | {'operation': 'connect', 'collection': None, 'database': 'finances-db'} | Iniciando conexão com mongoDB
2025-08-28 15:53:04 | DEBUG    | app.database:connect_to_mongo:19 | {'operation': 'connect', 'collection': None, 'database': 'finances-db'} | Database: finances-db
2025-08-28 15:53:04 | DEBUG    | app.database:connect_to_mongo:20 | {'operation': 'connect', 'collection': None, 'database': 'finances-db'} | URL: mongodb://admin:password@localhost:27017/finances-db?authSource=admin&replicaSet=rs0
2025-08-28 15:53:04 | INFO     | app.database:connect_to_mongo:28 | {'operation': 'connect', 'collection': None, 'database': 'finances-db'} | Conectado ao MongoDB com sucesso
2025-08-28 15:53:04 | SUCCESS  | app.main:lifespan:20 | {'event': 'startup'} | Aplicação iniciada com sucesso
2025-08-28 15:53:12 | INFO     | app.routes.categorias_routes:listar_categorias:33 | {'http_method': 'GET', 'endpoint': '/categorias'} | Listando todas as categorias
2025-08-28 15:53:12 | SUCCESS  | app.routes.categorias_routes:listar_categorias:49 | {'http_method': 'GET', 'endpoint': '/categorias'} | 13 categorias listadas
2025-08-28 15:57:26 | INFO     | app.main:lifespan:26 | {'event': 'shutdown'} | Encerrando a aplicação
2025-08-28 15:57:26 | INFO     | app.database:close_mongo_connection:39 | {} | Conexão com MongoDB fechada
2025-08-28 15:57:26 | INFO     | app.main:lifespan:28 | {'event': 'shutdown'} | Aplicação encerrada
2025-08-28 15:57:26 | INFO     | app.logger:setup_logger:83 | {} | Logger configurado para financas_backend
2025-08-28 15:57:27 | INFO     | app.main:lifespan:17 | {'event': 'startup'} | Iniciando aplicação FastAPI
2025-08-28 15:57:27 | INFO     | app.database:connect_to_mongo:18 | {'operation': 'connect', 'collection': None, 'database': 'finances-db'} | Iniciando conexão com mongoDB
2025-08-28 15:57:27 | DEBUG    | app.database:connect_to_mongo:19 | {'operation': 'connect', 'collection': None, 'database': 'finances-db'} | Database: finances-db
2025-08-28 15:57:27 | DEBUG    | app.database:connect_to_mongo:20 | {'operation': 'connect', 'collection': None, 'database': 'finances-db'} | URL: mongodb://admin:password@localhost:27017/finances-db?authSource=admin&replicaSet=rs0
2025-08-28 15:57:27 | INFO     | app.database:connect_to_mongo:28 | {'operation': 'connect', 'collection': None, 'database': 'finances-db'} | Conectado ao MongoDB com sucesso
2025-08-28 15:57:27 | SUCCESS  | app.main:lifespan:20 | {'event': 'startup'} | Aplicação iniciada com sucesso
2025-08-28 15:58:42 | INFO     | app.main:lifespan:26 | {'event': 'shutdown'} | Encerrando a aplicação
2025-08-28 15:58:42 | INFO     | app.database:close_mongo_connection:39 | {} | Conexão com MongoDB fechada
2025-08-28 15:58:42 | INFO     | app.main:lifespan:28 | {'event': 'shutdown'} | Aplicação encerrada
2025-08-28 15:58:42 | INFO     | app.logger:setup_logger:83 | {} | Logger configurado para financas_backend
2025-08-28 15:58:42 | INFO     | app.main:lifespan:17 | {'event': 'startup'} | Iniciando aplicação FastAPI
2025-08-28 15:58:42 | INFO     | app.database:connect_to_mongo:18 | {'operation': 'connect', 'collection': None, 'database': 'finances-db'} | Iniciando conexão com mongoDB
2025-08-28 15:58:42 | DEBUG    | app.database:connect_to_mongo:19 | {'operation': 'connect', 'collection': None, 'database': 'finances-db'} | Database: finances-db
2025-08-28 15:58:42 | DEBUG    | app.database:connect_to_mongo:20 | {'operation': 'connect', 'collection': None, 'database': 'finances-db'} | URL: mongodb://admin:password@localhost:27017/finances-db?authSource=admin&replicaSet=rs0
2025-08-28 15:58:42 | INFO     | app.database:connect_to_mongo:28 | {'operation': 'connect', 'collection': None, 'database': 'finances-db'} | Conectado ao MongoDB com sucesso
2025-08-28 15:58:42 | SUCCESS  | app.main:lifespan:20 | {'event': 'startup'} | Aplicação iniciada com sucesso
2025-08-28 16:00:18 | INFO     | app.main:lifespan:26 | {'event': 'shutdown'} | Encerrando a aplicação
2025-08-28 16:00:18 | INFO     | app.database:close_mongo_connection:39 | {} | Conexão com MongoDB fechada
2025-08-28 16:00:18 | INFO     | app.main:lifespan:28 | {'event': 'shutdown'} | Aplicação encerrada
2025-08-28 16:00:19 | INFO     | app.logger:setup_logger:83 | {} | Logger configurado para financas_backend
2025-08-28 16:00:19 | INFO     | app.main:lifespan:17 | {'event': 'startup'} | Iniciando aplicação FastAPI
2025-08-28 16:00:19 | INFO     | app.database:connect_to_mongo:18 | {'operation': 'connect', 'collection': None, 'database': 'finances-db'} | Iniciando conexão com mongoDB
2025-08-28 16:00:19 | DEBUG    | app.database:connect_to_mongo:19 | {'operation': 'connect', 'collection': None, 'database': 'finances-db'} | Database: finances-db
2025-08-28 16:00:19 | DEBUG    | app.database:connect_to_mongo:20 | {'operation': 'connect', 'collection': None, 'database': 'finances-db'} | URL: mongodb://admin:password@localhost:27017/finances-db?authSource=admin&replicaSet=rs0
2025-08-28 16:00:19 | INFO     | app.database:connect_to_mongo:28 | {'operation': 'connect', 'collection': None, 'database': 'finances-db'} | Conectado ao MongoDB com sucesso
2025-08-28 16:00:19 | SUCCESS  | app.main:lifespan:20 | {'event': 'startup'} | Aplicação iniciada com sucesso
2025-08-28 16:00:48 | INFO     | app.logger:setup_logger:83 | {} | Logger configurado para financas_backend
2025-08-28 16:00:48 | INFO     | app.main:lifespan:17 | {'event': 'startup'} | Iniciando aplicação FastAPI
2025-08-28 16:00:48 | INFO     | app.database:connect_to_mongo:18 | {'operation': 'connect', 'collection': None, 'database': 'finances-db'} | Iniciando conexão com mongoDB
2025-08-28 16:00:48 | DEBUG    | app.database:connect_to_mongo:19 | {'operation': 'connect', 'collection': None, 'database': 'finances-db'} | Database: finances-db
2025-08-28 16:00:48 | DEBUG    | app.database:connect_to_mongo:20 | {'operation': 'connect', 'collection': None, 'database': 'finances-db'} | URL: mongodb://admin:password@localhost:27017/finances-db?authSource=admin&replicaSet=rs0
2025-08-28 16:00:48 | INFO     | app.database:connect_to_mongo:28 | {'operation': 'connect', 'collection': None, 'database': 'finances-db'} | Conectado ao MongoDB com sucesso
2025-08-28 16:00:48 | SUCCESS  | app.main:lifespan:20 | {'event': 'startup'} | Aplicação iniciada com sucesso
2025-08-28 16:01:04 | INFO     | app.routes.categorias_routes:listar_categorias:33 | {'http_method': 'GET', 'endpoint': '/categorias'} | Listando todas as categorias
2025-08-28 16:01:04 | SUCCESS  | app.routes.categorias_routes:listar_categorias:49 | {'http_method': 'GET', 'endpoint': '/categorias'} | 13 categorias listadas
2025-08-28 16:01:18 | INFO     | app.routes.categorias_routes:excluir_categoria:259 | {'http_method': 'DELETE', 'endpoint': '/categorias/68b09c391be6500909ce6ef3', 'category_id': '68b09c391be6500909ce6ef3'} | Iniciando exclusão de categoria
2025-08-28 16:01:18 | DEBUG    | app.routes.categorias_routes:excluir_categoria:266 | {'http_method': 'DELETE', 'endpoint': '/categorias/68b09c391be6500909ce6ef3', 'deleted_count': 1} | Resultado delete_one
2025-08-28 16:01:18 | SUCCESS  | app.routes.categorias_routes:excluir_categoria:272 | {'http_method': 'DELETE', 'endpoint': '/categorias/68b09c391be6500909ce6ef3', 'category_id': '68b09c391be6500909ce6ef3'} | Categoria excluída com sucesso
2025-08-28 16:01:30 | INFO     | app.routes.categorias_routes:excluir_categoria:259 | {'http_method': 'DELETE', 'endpoint': '/categorias/68b09cd828b51f944925e6ec', 'category_id': '68b09cd828b51f944925e6ec'} | Iniciando exclusão de categoria
2025-08-28 16:01:30 | DEBUG    | app.routes.categorias_routes:excluir_categoria:266 | {'http_method': 'DELETE', 'endpoint': '/categorias/68b09cd828b51f944925e6ec', 'deleted_count': 1} | Resultado delete_one
2025-08-28 16:01:30 | SUCCESS  | app.routes.categorias_routes:excluir_categoria:272 | {'http_method': 'DELETE', 'endpoint': '/categorias/68b09cd828b51f944925e6ec', 'category_id': '68b09cd828b51f944925e6ec'} | Categoria excluída com sucesso
2025-08-28 16:01:43 | INFO     | app.routes.categorias_routes:listar_categorias:33 | {'http_method': 'GET', 'endpoint': '/categorias'} | Listando todas as categorias
2025-08-28 16:01:43 | SUCCESS  | app.routes.categorias_routes:listar_categorias:49 | {'http_method': 'GET', 'endpoint': '/categorias'} | 11 categorias listadas
2025-08-28 16:01:48 | INFO     | app.routes.categorias_routes:excluir_categoria:259 | {'http_method': 'DELETE', 'endpoint': '/categorias/68b09eb5292ef6b77b237770', 'category_id': '68b09eb5292ef6b77b237770'} | Iniciando exclusão de categoria
2025-08-28 16:01:48 | DEBUG    | app.routes.categorias_routes:excluir_categoria:266 | {'http_method': 'DELETE', 'endpoint': '/categorias/68b09eb5292ef6b77b237770', 'deleted_count': 1} | Resultado delete_one
2025-08-28 16:01:48 | SUCCESS  | app.routes.categorias_routes:excluir_categoria:272 | {'http_method': 'DELETE', 'endpoint': '/categorias/68b09eb5292ef6b77b237770', 'category_id': '68b09eb5292ef6b77b237770'} | Categoria excluída com sucesso
2025-08-28 16:01:54 | INFO     | app.routes.categorias_routes:listar_categorias:33 | {'http_method': 'GET', 'endpoint': '/categorias'} | Listando todas as categorias
2025-08-28 16:01:54 | SUCCESS  | app.routes.categorias_routes:listar_categorias:49 | {'http_method': 'GET', 'endpoint': '/categorias'} | 10 categorias listadas
2025-08-28 16:02:08 | INFO     | app.routes.categorias_routes:excluir_categoria:259 | {'http_method': 'DELETE', 'endpoint': '/categorias/68b09ed6292ef6b77b237773', 'category_id': '68b09ed6292ef6b77b237773'} | Iniciando exclusão de categoria
2025-08-28 16:02:08 | DEBUG    | app.routes.categorias_routes:excluir_categoria:266 | {'http_method': 'DELETE', 'endpoint': '/categorias/68b09ed6292ef6b77b237773', 'deleted_count': 1} | Resultado delete_one
2025-08-28 16:02:08 | SUCCESS  | app.routes.categorias_routes:excluir_categoria:272 | {'http_method': 'DELETE', 'endpoint': '/categorias/68b09ed6292ef6b77b237773', 'category_id': '68b09ed6292ef6b77b237773'} | Categoria excluída com sucesso
2025-08-28 16:02:13 | INFO     | app.routes.categorias_routes:listar_categorias:33 | {'http_method': 'GET', 'endpoint': '/categorias'} | Listando todas as categorias
2025-08-28 16:02:13 | SUCCESS  | app.routes.categorias_routes:listar_categorias:49 | {'http_method': 'GET', 'endpoint': '/categorias'} | 9 categorias listadas
2025-08-28 16:03:55 | INFO     | app.main:lifespan:26 | {'event': 'shutdown'} | Encerrando a aplicação
2025-08-28 16:03:55 | INFO     | app.database:close_mongo_connection:39 | {} | Conexão com MongoDB fechada
2025-08-28 16:03:55 | INFO     | app.main:lifespan:28 | {'event': 'shutdown'} | Aplicação encerrada
2025-08-28 16:03:56 | INFO     | app.logger:setup_logger:83 | {} | Logger configurado para financas_backend
2025-08-28 16:03:56 | INFO     | app.main:lifespan:17 | {'event': 'startup'} | Iniciando aplicação FastAPI
2025-08-28 16:03:56 | INFO     | app.database:connect_to_mongo:18 | {'operation': 'connect', 'collection': None, 'database': 'finances-db'} | Iniciando conexão com mongoDB
2025-08-28 16:03:56 | DEBUG    | app.database:connect_to_mongo:19 | {'operation': 'connect', 'collection': None, 'database': 'finances-db'} | Database: finances-db
2025-08-28 16:03:56 | DEBUG    | app.database:connect_to_mongo:20 | {'operation': 'connect', 'collection': None, 'database': 'finances-db'} | URL: mongodb://admin:password@localhost:27017/finances-db?authSource=admin&replicaSet=rs0
2025-08-28 16:03:56 | INFO     | app.database:connect_to_mongo:28 | {'operation': 'connect', 'collection': None, 'database': 'finances-db'} | Conectado ao MongoDB com sucesso
2025-08-28 16:03:56 | SUCCESS  | app.main:lifespan:20 | {'event': 'startup'} | Aplicação iniciada com sucesso
2025-08-28 16:08:44 | INFO     | app.main:lifespan:26 | {'event': 'shutdown'} | Encerrando a aplicação
2025-08-28 16:08:44 | INFO     | app.database:close_mongo_connection:39 | {} | Conexão com MongoDB fechada
2025-08-28 16:08:44 | INFO     | app.main:lifespan:28 | {'event': 'shutdown'} | Aplicação encerrada
2025-08-28 16:08:45 | INFO     | app.logger:setup_logger:83 | {} | Logger configurado para financas_backend
2025-08-28 16:08:45 | INFO     | app.main:lifespan:17 | {'event': 'startup'} | Iniciando aplicação FastAPI
2025-08-28 16:08:45 | INFO     | app.database:connect_to_mongo:18 | {'operation': 'connect', 'collection': None, 'database': 'finances-db'} | Iniciando conexão com mongoDB
2025-08-28 16:08:45 | DEBUG    | app.database:connect_to_mongo:19 | {'operation': 'connect', 'collection': None, 'database': 'finances-db'} | Database: finances-db
2025-08-28 16:08:45 | DEBUG    | app.database:connect_to_mongo:20 | {'operation': 'connect', 'collection': None, 'database': 'finances-db'} | URL: mongodb://admin:password@localhost:27017/finances-db?authSource=admin&replicaSet=rs0
2025-08-28 16:08:45 | INFO     | app.database:connect_to_mongo:28 | {'operation': 'connect', 'collection': None, 'database': 'finances-db'} | Conectado ao MongoDB com sucesso
2025-08-28 16:08:45 | SUCCESS  | app.main:lifespan:20 | {'event': 'startup'} | Aplicação iniciada com sucesso
2025-08-28 16:11:37 | INFO     | app.routes.transacoes_routes:criar_transacao:121 | {'http_method': 'POST', 'endpoint': '/transacoes', 'data': {'tipo': <TipoTransacao.ENTRADA: 'entrada'>, 'valor': 750.0, 'descricao': 'Venda de curso online', 'categoria': 'CursosDIY', 'subcategoria': 'Marcenaria', 'forma_pagamento': <TipoPagamento.PIX: 'pix'>, 'e_parcelado': False, 'parcelas': None, 'total_parcelas': None, 'natureza_transacao': <NaturezaTransacao.PF: 'pf'>, 'data_transacao': datetime.datetime(2025, 8, 28, 0, 0)}} | Recebendo dados de nova transação
2025-08-28 16:11:37 | INFO     | app.routes.transacoes_routes:criar_transacao:127 | {'http_method': 'POST', 'endpoint': '/transacoes', 'categoria': 'CursosDIY'} | Categoria não encontrada, criando
2025-08-28 16:11:37 | ERROR    | app.routes.transacoes_routes:criar_transacao:164 | {'http_method': 'POST', 'endpoint': '/transacoes', 'error': "1 validation error for CategoriaCreate\nsubcategorias\n  Input should be a valid list [type=list_type, input_value='Marcenaria', input_type=str]\n    For further information visit https://errors.pydantic.dev/2.11/v/list_type"} | Erro interno ao criar transação
Traceback (most recent call last):

  File "<string>", line 1, in <module>
  File "/usr/lib/python3.12/multiprocessing/spawn.py", line 122, in spawn_main
